text	proposal	narration	posEmotion	Qjustification	negEmotion	argumentative	empathy	EN_translation
"@Heinz Junker
Hallo Herr Junker, vielen Dank für Ihre ausführliche Auskunft.
Wie üblich habe ich mich bei der Schätzung des Alters um einige Jahre verschätzt.
Uns trennt hier nur ein einziges Jahr, denn ich wurde 1955 geboren.
Dass unsere  Einschätzungen für oder gegen Kohle unterschiedlich sind, liegt wohl einerseits (in sicherlich nicht zu  unterschätzendem Maße) daran, daß mein Heimatort (Merzenich, Tagebau Hambach) vor dem Abbaggern sicher ist -  wenn auch nicht ohne einschneidende Veränderungen.
Was diesen Part angeht, kann ich Sie nicht nur sehr gut  verstehen, sondern respektiere und achte Ihr Eintreten für Ihren Ort und seine Traditionen.
Es gibt aber eben auch ein ""andererseits"".
Und dieses ""
andererseits"" wiegt sehr schwer.
Sehen wie einmal davon ab, dass auch in Holzweiler einschneidende Veränderungen durch den Bergbau ins Haus  stehen werden - auch wenn es *nicht* abgebaggert wird.
Schlimmer wiegt, dass auch Holzweiler nicht an jenem  ""andererseits"" vorbeikommt, so wie alle Gemeinden, wie jeder Einwohner in diesem Lande.
Sie werden nicht nur  damit leben müssen, dass rund um Holzweiler ""ein großes Loch"" ist, sondern auch und insbesondere damit, dass  am Rande dieses Lochs rudelweise Windräder stehen werden, die ihren gesundheitsgefährdenden Infraschall zu  jeder Tages- und Nachtzeit ins Dorf ""blasen"".
Die wenigen Emissionen der verbleibenden Kohlekraftwerke oder  gar jene des Tagebaus wiegen da nicht mehr schwer.
Quelle: http://www.aefis.de/images/Positionspapier-aefis-.pdf
Sie schrieben a.a.O. dass es Ihnen egal wäre, nochmal 3 EUR/*Jahr* mehr für den Strom zu bezahlen.
Das wäre  möglicherweise selbst einem Hartz-IV-Empfänger mehr oder minder egal.
Sie - und jeder andere Strombezieher -  zahlen aber *bereits heute* ca. 18 EUR/*Monat* mehr, alleine durch die EEG-Umlage.
Hinzu kommen sinnlose  Netzentgelte, Stromsteuer = Grünen-Abgabe, Offshore-Umlage, etc.pp.
Alles in allem zahlen Sie auf diese Art  (nochmals: *bereits heute*) ca. 25 EUR *jeden Monat* für buchstäblich NICHTS.
Quelle: https://www.netztransparenz.de/de/EEG-Umlage.htm
Und dabei sind wir immer noch nicht beim Kerngedanken angekommen.
Der Kerngedanke, den ich in einem anderen  Posting bereits einmal angesprochen habe ist der, dass wir auf eine verläßliche Verfügbarkeit des  elektrischen Stromes in unserer heutigen Gesellschaft angewiesen sind.
Diese ist aber aus physikalischen  Gründen mit den sogenannten Erneuerbaren nicht darstellbar.
Und das (beinahe) unabhängig von noch so  utopischen Kosten.
(Hoffentlich kommt die Tabelle bei den hiesigen Formatierungsmöglichkeiten einigermaßen sinnvoll rüber)
Auch dies möchte ich (anhand der Daten für den Oktober 2015, Quelle: ENTSOE) kurz darlegen:
10/2015  Verbrauch         Wind         Solar  Wind+Solar Anteil EE Nennleistung 43919MW        39283MW    83202MW Max.   73609MW   24212MW  24873MW    34379MW   41,32% Mittelwert     55029MW     6498MW    3511MW    10009MW     12,03% Min.         30372MW      359MW   0MW      405MW     0,49% Summe Energie      80617GWh  9520GWh   5143GWh    14633GWh   18,19%
Die grandiosen Befürworter der Erneuerbaren werden nun behaupten, ""ja und, immerhin hatten die EE selbst im  Oktober einen Anteil von fast 20% an unserer Stromversorgung.
Dummerweise dreht sich bei einer solchen  Behauptung jedem Naturwissenschaftler der Magen um.
Ohne Speicher (die wir derzeit nicht haben - und die  auch bezahlbar nicht in Sicht sind) haben EE einen Anteil von sage und schreibe ca. 0,5%.
Alles andere muß  aus herkömmlichen Kraftwerken zu jeder Zeit geliefert werden können, sonst wird es hier wortwörtlich dunkel.
Wir haben die verläßlichen Kernkraftwerke bereits weggemobbt, Gas käme uns nochmals um einiges teurer, müßte  erst noch in nennenswertem Umfang gebaut werden - und macht uns (da wir ja auch Fracking nicht mögen)  abhängig von politisch unzuverlässigen Partnern.
Nun mobben wir die Kohle raus.
Ich wiederhole daher meine mehrfach gestellte Frage, auf die nie eingegangen wurde:
WOHER SOLL DENN UNSER  STROM NOCH KOMMEN, WENN WIR NUN AUCH NOCH AUS DER BRAUNKOHLE AUSSTEIGEN?
Um auf die Frage nach dem Alter einzugehen: noch bis vor gut 5 Jahren habe ich kopfschüttelnd zur Kenntnis genommen, dass in diesem Lande (nicht nur NRW, sondern gesamt BRD) jegliche Vernunft esoterischen Belangen mehr und mehr zum Opfer fiel.
Ich hatte beschlossen, dass mir das - eben aufgrund meines Alters - mehr oder minder egal sein kann.
Dank der Tatsache der späten Geburt meines Kindes sehe ich die Dinge eben heute ein wenig anders.
Ich möchte, dass auch mein Kind von der Geburt in einem fortschrittlichen und wohlhabenden Land profitiert, so wie ich das einst konnte.
Die Chancen stehen aber schlecht.
Auch wenn Deutschland - selbst heute noch - sehr wohlhabend und recht stabil aufgestellt ist, so ist unsere Substanz, von der wir leben nicht endlos.
Der Schaden, den unsere Republik durch die fehlerhafte Politik der letzten beiden Jahrzehnte bereits genommen hat ist bereits heute mehr als nur spürbar.
Um es einmal so zu formulieren: Ohne die Kosten für die sinnlose ""Energiewende"" hätten wie z.B. Griechenland nicht ""retten""
müssen;
wir hätten es einfach kaufen können - und noch jede Menge Geld übrig.
Und warum das alles?
Wegen ein paar Schamanen in politischen Gremien namens PIK und IPCC, die den Weltuntergang per Klimawandel verkaufen wollen.
Naturwissenschaftler sehen das freilich völlig anders, aber die finden in Deutschland ja kein Gehör mehr:
Quelle:
http://www.populartechnology.net/2009/10/peer-reviewed-papers-supporting.html
Als Gymnasiallehrer sollten Sie mit der englischsprachigen Lektüre zurechtkommen können.
Es ist allerdings - zugegebenermaßen - recht anspruchsvoll, sich da ""durchzukämpfen"".
Damit ist allerdings das ganze ""Klimagedöns"" endgültig falsifiziert.
Das ""andererseits"" ist also schlicht und ergreifend die Frage, ob wir künftigen Generationen das vorenthalten möchten (und dürfen), was uns selbst prägte."	0	1	1	1	1	1	1	"@Heinz Junker
Hello Mr. Junker, thank you very much for your detailed information.
As usual, I misestimated the age by a few years.
We are only separated by a single year here, because I was born in 1955.
The fact that our assessments for or against coal are different is probably due on the one hand (and certainly not to be underestimated) to the fact that my home town (Merzenich, Hambach open pit mine) is safe from mining - although not without drastic changes.
As far as this part is concerned, I can not only understand you very well, but also respect and appreciate your commitment to your place and its traditions.
But there is also an ""on the other hand"".
And this ""
on the other hand"" weighs very heavily.
Let's leave aside the fact that Holzweiler will also be facing drastic changes due to mining - even if it will *not* be dredged.
What is worse is that Holzweiler will not be able to avoid this ""on the other hand"", just like all communities, just like every inhabitant of this country.
They will not only have to live with the fact that there is ""a big hole"" around Holzweiler, but also and especially with the fact that at the edge of this hole there will be wind turbines by the pack, which will ""blow"" their health-endangering infrasound into the village at any time of the day or night.
The few emissions of the remaining coal-fired power plants or even those of the open-cast mine no longer weigh heavily against this.
Source: http://www.aefis.de/images/Positionspapier-aefis-.pdf
You wrote a.a.O. that you would not care to pay 3 EUR/*year* more for electricity.
That would be possibly even a Hartz IV receiver more or less indifferent.
But you - and every other electricity consumer - pay *already today* about 18 EUR/*month* more, just because of the EEG-surcharge.
In addition, there are senseless grid charges, electricity tax = green levy, offshore levy, etc.pp.
All in all you pay this way (again: *already today*) about 25 EUR *every month* for literally NOTHING.
Source: https://www.netztransparenz.de/de/EEG-Umlage.htm
And we still haven't arrived at the core idea.
The core idea, which I already mentioned in another post, is that we are dependent on a reliable availability of electric power in today's society.
For physical reasons, this is not possible with the so-called renewables.
And that (almost) independent of even utopian costs.
(Hopefully the table comes across reasonably sensible with the formatting possibilities here).
I would also like to briefly explain this (using data for October 2015, source: ENTSOE):
10/2015 Consumption Wind Solar Wind+Solar Share RE Nominal 43919MW 39283MW 83202MW Max 73609MW 24212MW 24873MW 34379MW 41.32% Mean 55029MW 6498MW 3511MW 10009MW 12.03% Min 30372MW 359MW 0MW 405MW 0.49% Total Energy 80617GWh 9520GWh 5143GWh 14633GWh 18.19%.
The grandiose proponents of renewables will now claim, ""so what, after all, even in October RE had a share of almost 20% of our electricity supply.
Stupidly, such a claim turns the stomach of every natural scientist.
Without storage (which we don't have at the moment - and which is also not affordable in sight) RES have a share of say and write about 0.5%.
Everything else must be able to be supplied from conventional power plants at any time, otherwise it will literally go dark here.
We have already bullied out the reliable nuclear power plants, gas would cost us a lot more, would have to be built on a significant scale - and makes us dependent on politically unreliable partners (since we don't like fracking either).
Now we're pushing the coal out.
I therefore repeat my question, which has been asked several times and which has never been answered:
WHERE IS OUR ELECTRICITY SUPPOSED TO COME FROM IF WE NOW ALSO GET OUT OF LIGNITE?
To answer the question about age: until about 5 years ago, I was shaking my head at the fact that in this country (not only NRW, but the whole of the FRG) all reason was increasingly falling victim to esoteric concerns.
I had decided that I - just because of my age - can be more or less indifferent.
Thanks to the fact of the late birth of my child I see the things just today a little differently.
I want my child to also benefit from being born in a progressive and prosperous country, as I once could.
But the chances are not good.
Even if Germany - even today - is very prosperous and quite stable, the substance on which we live is not endless.
The damage already done to our republic by the flawed policies of the last two decades is already more than palpable today.
To put it this way: Without the costs for the senseless ""energy turnaround"", we would not have had to ""save"" Greece, for example.
would have had to;
we could have simply bought it - and still had plenty of money left over.
And why all this?
Because of a few shamans in political bodies called PIK and IPCC, who want to sell the end of the world by climate change.
Natural scientists, of course, see it completely differently, but they don't get a hearing in Germany anymore:
Source:
http://www.populartechnology.net/2009/10/peer-reviewed-papers-supporting.html
As a high school teacher you should be able to cope with reading in English.
However, it is - admittedly - quite demanding to ""fight your way through"" it.
With this, however, the whole ""climate talk"" is finally falsified.
So the ""on the other hand"" is simply the question whether we want to (and are allowed to) deprive future generations of what shaped us ourselves."
"Die Kausalität zwischen CO2-Anstieg und Temperaturanstieg zu leugnen ist so, als würde man die Kausalität von Alkohol und Trunkenheit leugnen.
Das ist Marlboro-Argumentation!"	0	0	0	0	0	1	0	"Denying the causality between CO2 rise and temperature rise is like denying the causality of alcohol and drunkenness.
That's Marlboro argumentation!"
"Meine KO-Kriterien sind CO2-Ausstoß und gesicherte Entsorgung (Geischerte Atommüllentsorgung hier nicht Bestandteil der Leitsätze.
Deshalb hier nicht weiter zu erörtern).
Hier hat meine und die Generation meiner Eltern nicht früh genug die richtigen Weichen gestellt.
Dies habe ich ihnen oft genug vorgehalten.
Für meine Kinder und Enkelkinder möchte ich aber so viel wie möglich beitragen, die irreversiblen Folgen noch wenigstens einzudämmen.
Wenn also der CO2-Ausstoss das Kernproblem der Erderwärmung ist, wie es jedes Jahr seit Kyoto bestätigt wird, so liegt die Lösung nur in der möglichst schnellen Stilllegung aller CO2-Verursacher.
D.h. Fossile Energieerzeugung, Verkehr, Wärmeerzeugung (Verkehr und Wärmeerzeugung nicht Bestandteil der Leitsätze.
Deshalb wieder nicht weiter zu erörtern).
Der fossile Energieträger ist hier vor meiner Haustür in NRW in der Hauptsache die Braunkohle, die damit so schnell wie möglich als Energieträger ausscheiden und durch CO2-freie Energieträger abgelöst werden muss.
Im Gegensatz zu der Generation meiner Eltern sind heute die technischen Möglichkeiten bereits gegeben.
Erneuerbaren Energien wurden auf der Gestehungsseite nicht nur im Prozentbereich von Jahr zu Jahr günstiger, sondern teilweise über 70% (Solarstrom) im Zeitraum 2005 bis 2015 und das Ende der Lernkurve ist noch nicht in Sicht.
Diese Perspektiven sehe ich bei der Braunkohle nicht, auch wenn neue Kraftwerke wie in Neurath heute viel CO2-günstiger elektrische Energie erzeugen als in den 70er und 80er Jahre in Weisweiler.
Auch Neurath stößt nach wie vor das CO2 wieder aus, das vorher zur Erzeugung der Kohle in der Erde über Millionen Jahre aus der Atmosphäre entnommen worden ist.
M.E. geht NRW ein viel zu hohes Risiko ein, wenn weiter auf die Braunkohleverstromung auf hohem Niveau bis 2030 gesetzt wird.
Es sind weitere 15 Jahre mit viel zu hohem CO2-Ausstoß.
Da NRW laut Leitsatz das Land mit der größten Stromproduktion ist, ist NRW damit dann auch weiter das Land mit dem höchsten CO2-Ausstoß bei der Verstromung.
Ich sehe das Risiko, dass am Ende NRW auch das Land sein wird, dass am längsten an einer auslaufenden Technologie festhält und dadurch den Anschluss bei der erneuerbaren Energieerzeugung verlieren wird und zum Energieimporteur wird.
Die vermeintlich günstige Stromgestehung wird ökonomisch auf Dauer zum Nachteil werden.
Bei den Privathaushalten kommen die günstigen Gestehungskosten auch nicht an.
Eine Fokussierung auf eine dezentrale Energieversorgung wird sehr wohl bei viel mehr Menschen kostengünstiger ankommen.
Ein Letztes: Volatile Energieerzeugung der erneurerbaren Energien und fehlende Speicher.
Die vermeintlich kostengünstige Braunkohleverstromung im Leitsatz als gesicherter Energieträger übersieht m.E., dass die Braunkohlekraftwerke auch nur auf 8 oder 12 Stunden in die Zukunft flexibel Strom produzieren können.
Sie können es nicht schneller.
Sie können ""Nur Grundlast"".
Die kostengünstige Braunkohleverstromung funktioniert nur dann, wenn andere Energieträger flexibel für die Braunkohle ein- bzw. abspringen, indem sie zu- oder abgeschaltet werden.
Auch hier sehe ich deshalb nicht, weshalb die Braunkohle wie im Leitsatz bis in die 2030er-Jahre als gesicherte Energiequelle notwendig ist und erst danach reduziert werden soll.
Die fehlenden Speicher sind deshalb eher ein Argument, einerseits weiter in diese Technolgie zu investieren und andererseits die Speicherformen, die man bereits dezentral einsetzen kann, dringend zu nutzen."	1	1	0	0	0	1	0	"My KO-criteria are CO2-emission and secured disposal (Geischte nuclear waste disposal here not part of the guiding principles.
Therefore here not to discuss further).
Here my and my parents' generation did not set the right course early enough.
I have held this against them often enough.
For my children and grandchildren, however, I would like to contribute as much as possible to at least contain the irreversible consequences.
So, if CO2 emissions are the core problem of global warming, as has been confirmed every year since Kyoto, the solution lies only in shutting down all CO2 polluters as quickly as possible.
I.e. fossil energy production, traffic, heat production (traffic and heat production are not part of the guiding principles.
Therefore again not to be discussed further).
Here on my doorstep in North Rhine-Westphalia, the fossil energy source is mainly lignite, which must therefore be eliminated as an energy source as quickly as possible and replaced by CO2-free energy sources.
In contrast to the generation of my parents, the technical possibilities are already available today.
Renewable energies have not only become cheaper on the generation side in the percentage range from year to year, but in some cases over 70% (solar power) in the period from 2005 to 2015, and the end of the learning curve is not yet in sight.
I don't see these prospects for lignite, even if new power plants like the one in Neurath generate electrical energy much more CO2-favorably today than Weisweiler did in the 1970s and 1980s.
Neurath also continues to emit the CO2 that was previously extracted from the atmosphere over millions of years to produce the coal in the earth.
In my opinion, NRW is taking far too high a risk by continuing to rely on lignite-fired power generation at a high level until 2030.
It is another 15 years with far too high CO2 emissions.
Since, according to the guiding principle, NRW is the state with the largest electricity production, NRW will then also continue to be the state with the highest CO2 emissions in electricity generation.
I see the risk that in the end NRW will also be the state that holds on the longest to a technology that is being phased out and will thus lose touch with renewable energy production and become an energy importer.
The supposedly low-cost electricity generation will become an economic disadvantage in the long run.
The favorable generation costs will not reach private households either.
A focus on decentralized energy supply may well be more cost-effective for many more people.
One last point: Volatile power generation from renewables and the lack of storage facilities.
In my opinion, the supposedly cost-effective lignite-fired power generation in the guiding principle as a secure energy source overlooks the fact that lignite-fired power plants can also produce electricity flexibly only 8 or 12 hours into the future.
They cannot do it faster.
They can do ""base load only.""
Low-cost lignite-fired power generation only works if other energy sources flexibly step in or out for lignite by being switched on or off.
Again, therefore, I do not see why lignite is necessary as a secure energy source until the 2030s, as in the Guiding Principle, and should only be reduced thereafter.
The lack of storage facilities is therefore more of an argument to continue investing in this technology on the one hand, and to urgently use the forms of storage that can already be used on a decentralized basis on the other hand."
"Das ist leider falsch!
Dass es an der Strombörse zu negativen Strompreisen kommt und dann der Strom ins Ausland verschenkt wird, liegt nicht an den regenerativen Energien, sondern daran, dass man Braunkohlekraftwerke nicht vernünftig regeln kann.
Wenn man das könnte, wie hier ja auch des Öfteren behauptet worden ist, dann würde die RWE es ja tun, weil ja kein Unternehmer bewußt in Kauf nimmt, dass er Kohle einsetzt und damit Kosten für seine Stromproduktion hat, er aber zusätzlich noch Geld dafür bezahlen muss, dass ihm irgendjemand diesen Überschuss abnimmt.
Da verliert er ja 2x Geld.
In einer solchen Situation davon zu sprechen, dass die Braunkohlekraftwerke für die Versorgungssicherheit laufen müssen ist auch nicht schlüssig, denn schließlich ist in diesen Zeiten so viel Strom da, dass man Geld dafür bietet, wenn einem den jemand abnimmt.
Also lautet das Fazit: wenn die die Braunkohlekraftwerke schrittweise vom Netz genommen werden, wird sich das Thema negative Strompreise an der Börse schnell erledigen.
Das wiederum drückt den Strompreis für die Endverbraucher, denn die EEG Umlage würde sinken, wenn durch den Wegfall der negativen Strompreise die Differenzkosten zwischen den Börsenkursen und der Einspeisevergütung für Regenerative verringert wird.
Dann wiederum bekommt man die Zeit, um trotz einer Abbaugrenze an der A61 noch lange genug Kohle abbauen zu können, um einen Strukturwandel für die betroffenen Bergleute hinzubekommen."	0	0	0	0	0	1	0	"That is unfortunately wrong!
The fact that there are negative electricity prices on the electricity exchange and then the electricity is given away abroad, is not due to renewable energies, but because you can not regulate lignite-fired power plants reasonably.
If one could do that, as has been claimed here several times, then RWE would do it, because no entrepreneur consciously accepts that he uses coal and thus has costs for his electricity production, but he also has to pay money for someone to take this surplus from him.
He loses 2x money.
In such a situation, it is also inconclusive to talk about the need to run lignite-fired power plants for security of supply, because after all, there is so much electricity in these times that you have to offer money for someone to take it from you.
So the conclusion is: if the lignite-fired power plants are gradually taken off the grid, the issue of negative electricity prices on the stock market will quickly disappear.
That, in turn, will depress the price of electricity for the end consumer, because the EEG levy would go down if the elimination of negative electricity prices reduces the differential costs between the stock market prices and the feed-in tariff for renewables.
Then, in turn, one gets the time to be able to mine coal long enough to achieve a structural change for the miners affected, despite a mining limit at the A61."
"Die Gewinnung und Nutzung der Braunkohle ist auch nach 2030 noch sinnvoll!
Es ist gut, dass dieses Ergebnis im vorliegenden Entwurf die Ergebnisse der ausführlichen vorangegangenen Planungen und Entscheidungen früherer Jahre bestätigt.
Dass Spektrum der Prognosen zur Nutzung verschiedener Energieträger und die damit verbundene Unsicherheit in der Versorgung ist groß - daher sollten auch die Optionen mit großem Entwicklungsspielraum erhalten bleiben;
Braunkohle ist ein verlässlicher Teil.
Hier ist die Leitentscheidung mit einer deutlichen frühzeitigen Einschränkung nicht plausibel.
Insbesondere, da auch hier die Braunkohle als weiterhin sicher bewertet wird.
Die Möglichkeit der stofflichen Nutzung der Braunkohle wurde von der Enquette-Kommission empfohlen, die Umsetzung ist technisch möglich.
Dieser Aspekt wird im Entwurf, mit der Empfehlung einer Einschränkung der Nutzung der Braunkohle nicht berücksichtigt.
Im vorliegende Entwurf werden mit dem Ziel einer Einschränkung begrenzende Kriterien aufgezeigt, wie der Erhalt von Strassen oder ein Mindestabstand von 400m.
Gleichfalls wird betont, dass die Tagebaue Inden und Hambach unbeeinflusst von diesem Verfahren bleiben - dass sollte in den jeweiligen Passagen der Einschränkungen auch erneut bekräftigt werden."	1	0	0	0	0	1	0	"The extraction and use of lignite still makes sense after 2030!
It is good that this result in the present draft confirms the results of detailed previous planning and decisions of earlier years.
The spectrum of forecasts for the use of various energy sources and the associated uncertainty in the supply is large - therefore, the options should also be maintained with a large scope for development;
Lignite is a reliable part.
Here, the lead decision with a clear early restriction is not plausible.
Especially since lignite is also assessed here as continuing to be safe.
The possibility of using lignite as a material was recommended by the Enquette Commission, and implementation is technically possible.
This aspect is not considered in the draft, with the recommendation to restrict the use of lignite.
In the present draft, with the aim of a restriction, limiting criteria are shown, such as the preservation of roads or a minimum distance of 400m.
It is also emphasized that the opencast mines Inden and Hambach remain unaffected by this procedure - this should be reiterated in the respective passages of the restrictions."
Genau richtig !!!	0	0	0	0	0	0	0	Exactly right !!!
"Fahrradbibliothek
Ich habe schon immer davon geträumt mit einer Fahrradbibliothek über das Tempelhofer Feld zu fahren um Bilderbücher mit Kindern zu teilen und habe beim forschen bemerkt, dass sowas gut ankommt.
(Siehe Link unten).
Da ich mich für Kinderliteratur begeistere, habe ich eine tolle Bibliothek die ich dafür verwenden könnte, falls diese Idee Realität wird.
http://www.dw.de/die-fahrradbibliothek-von-mannheim/av-16233475"	1	1	0	0	0	0	0	"Bike library
I've always dreamed of riding a bicycle library across the Tempelhofer Feld to share picture books with children, and I've noticed while researching that something like this goes down well.
(See link below).
Since I am passionate about children's literature, I have a great library that I could use for this if this idea becomes a reality.
http://www.dw.de/die-fahrradbibliothek-von-mannheim/av-16233475"
100% Zustimmung, denn mit einer Verkleinerung des Tagebaus setzen Sie unsere Wirtschaftskraft und das Wohl unserer Kinder auf´s Spiel.	0	0	0	0	0	1	0	100% agreement, because by reducing the size of the open pit mine you are putting our economic power and the well-being of our children at risk.
"Braunkohle oder Steinkohle ist doch alles quatsch.
Konzerne die mit Kohle Geld verdienen sind Dinosaurier und, wie man klar erkennt, haben sie schon die Grippe.
Es ist nur noch eine Frage, wie lange es dauert, bis sie endgültig daniederliegen (man schaue sich doch einfach mal die Aktienkurse solcher Unternehmen an).
Viel zu spät hat beispielsweise RWE auf den Bau von Windanlagen, Biogasanlagen etc. umgestellt.
Wenn der Vorstand schläft, rächt sich der Markt.
Das Argument, dass kein Markt beim Strom existiere (also freier Wettbewerb) ist doch nur fadenscheinig.
Wenn dem so ist, dann sollte das ein Vorstand (der Millionen verdient) doch zuerst merken.
Wenn man merkt, das sich der Wind dreht, so ändert man den Kurs.
Manchmal muss man halt weiter denken und nicht an diese übertriebenen Boni-Zahlungen, die sich nur an den Gewinn im aktuellen Geschäftsjahr orientieren.
Das Mitarbeiter, die in der Braunkohle ihre Jobs haben, Angst um ihren Arbeitsplatz haben, dass ist normal.
Doch gibt es neue Arbeitsplätze bei den neuen Energien.
Die Verantwortlichkeit hier liegt natürlich, wo auch sonst, wieder bei den Vorständen der großen Kohle-Dinos.
Entschuldigung, wir reden hier ja nicht davon, binnen 5 Jahren alle Kohletagebaue dicht zu machen.
Man muss es sukzessive tun, also erst den einen, 5 Jahre später den anderen usw., bis man halt auf 0 ist.
Parallel dazu muss der gleiche Konzern in die ""modernen"" Technologien investieren (was freilich gemacht wird) und in die Mitarbeiterqualifizierung, damit aus Baggerfahrern beispielsweise Windanlagenmonteure werden.
Doch dies kostet wieder Geld.
Wieder würden die Aktienkurse aufgrund Gewinneinbrüchen purzeln und damit auch die Vorstandsgehälter.
Da kann man wohl besser gleich an den Weihnachtsmann glauben.
Hier ist nun aktives Handeln der Politik gefragt.
Umschulungen für Mitarbeiter aus der Kohleproduktion sollten staatlich unterstützt werden (allerdings nicht bei über 60jährigen, weil die ja noch bis zu ihrer Rente Arbeit haben werden).
Sondern die jungen Menschen, die vor 10 Jahren den Verlockungen von den Tagebaubetreibern gefolgt sind, in der Hoffnung auf einen Krisenfesten Arbeitsplatz, denen muss jetzt oder binnen der nächsten Jahren, beigestanden werden.
Bildung schafft nunmal Wohlstand und ich denke, dass die erneuerbaren Energien eine krisenfeste Alternative zur Kohle darstellen."	0	0	0	0	0	1	0	"Lignite or hard coal is all nonsense.
Corporations that make money from coal are dinosaurs and, as you can clearly see, they already have the flu.
It's just a question of how long it will take before they finally go under (just look at the share prices of such companies).
RWE, for example, switched to building wind farms, biogas plants, etc. much too late.
When the board is asleep, the market takes revenge.
The argument that there is no market for electricity (i.e. free competition) is just specious.
If that is the case, then a board member (who earns millions) should notice that first.
When you notice that the wind is changing, you change course.
Sometimes you just have to think further and not about these exaggerated bonus payments, which are only based on the profit in the current fiscal year.
That employees who have their jobs in lignite are afraid for their jobs, that is normal.
But there are new jobs in the new energies.
The responsibility here lies of course, where else, again with the boards of the large coal dinos.
Excuse me, we are not talking about closing down all opencast coal mines within 5 years.
You have to do it successively, i.e. first one, 5 years later the other, and so on, until you're down to 0.
At the same time, the same company has to invest in ""modern"" technologies (which is of course being done) and in employee training, so that excavator drivers can become wind turbine fitters, for example.
But this again costs money.
Once again, share prices would plummet due to a drop in profits, and with them the salaries of the Board of Management.
It would be better to believe in Santa Claus.
Active action by politicians is now called for.
Retraining for employees from coal production should be supported by the state (but not for those over 60, because they will still have work until they retire).
But the young people who 10 years ago followed the temptations of the opencast mine operators, in the hope of a crisis-proof job, which must now or within the next few years, be assisted.
Education creates prosperity and I think that renewable energies are a crisis-proof alternative to coal."
"Hallo Herr Pecks, wenn Ihre Zahl stimmen würde, gäbe es tatsächlich kein Problem.
Leider müssen Sie drei Nullen anhängen.
Der Artikel in RP-Online mag Ihnen als Beleg dienen, http://www.rp-online.de/wirtschaft/unternehmen/rwe-muss-auf-400-millionen-tonnen-braunkohle-verzichten-aid-1.5414697 das macht dann schon fast ein Viertel der Gesamtmenge aus.
Und dann werden aus den 10 Tagen schon ein paar Jahre - leider keine Peanuts."	0	0	0	0	0	1	0	"Hello Mr. Pecks, if your number were correct, there would indeed be no problem.
Unfortunately, you have to append three zeros.
The article in RP-Online may serve you as proof, http://www.rp-online.de/wirtschaft/unternehmen/rwe-muss-auf-400-millionen-tonnen-braunkohle-verzichten-aid-1.5414697 that makes then already almost a quarter of the total.
And then the 10 days become already a few years - unfortunately no peanuts."
